Flat_Price,BHK,Location,Total_Sq.ft
0.36,2.0,Sarsuna,1440.0
2.0,5.0,Sarsuna,2100.0
2.0,5.0,Sarsuna,2100.0
0.7,4.0,Sarsuna,1600.0
0.7,4.0,Sarsuna,1600.0
0.45,6.0,Sarsuna,2000.0
0.45,6.0,Sarsuna,2000.0
0.45,6.0,Sarsuna,2000.0
0.040999999999999995,2.0,Sewli Telinipara,1150.0
0.040999999999999995,2.0,Sewli Telinipara,1150.0
2.4,8.0,Shobhabazar,2900.0
2.4,8.0,Shobhabazar,2900.0
5.0,7.0,Shobhabazar,2500.0
5.0,7.0,Shobhabazar,2500.0
0.56,1.0,Shobhabazar,539.0
0.56,1.0,Shobhabazar,539.0
3.0,9.0,Shyambazar,4200.0
3.0,9.0,Shyambazar,4200.0
5.0,7.0,Shyambazar,3600.0
5.0,7.0,Shyambazar,3600.0
3.85,9.0,Shyambazar,5200.0
3.85,9.0,Shyambazar,5200.0
3.3,10.0,Shyambazar,3300.0
3.3,10.0,Shyambazar,3300.0
0.43,5.0,Shyamnagar,3000.0
0.43,5.0,Shyamnagar,3000.0
0.4,2.0,Shyamnagar,2390.0
0.4,2.0,Shyamnagar,2390.0
0.25,2.0,Shyamnagar,1000.0
0.25,2.0,Shyamnagar,1000.0
0.45,6.0,Shyamnagar,2450.0
0.45,6.0,Shyamnagar,2450.0
0.35,3.0,Shyamnagar,1092.0
0.35,3.0,Shyamnagar,1092.0
0.45,6.0,Shyamnagar,2450.0
0.65,5.0,Shyamnagar,2620.0
0.5448,5.0,Shyamnagar,2410.0
0.65,5.0,Shyamnagar,2620.0
0.5448,5.0,Shyamnagar,2410.0
0.65,4.0,Shyamnagar,3000.0
0.65,4.0,Shyamnagar,3000.0
2.3,6.0,Sinthi,4100.0
2.3,6.0,Sinthi,4100.0
0.96,4.0,Sinthi,1500.0
0.96,4.0,Sinthi,1500.0
0.6,3.0,Sinthi,12000.0
0.6,3.0,Sinthi,10000.0
0.6,3.0,Sinthi,12000.0
0.6,3.0,Sinthi,10000.0
0.7,5.0,Sinthi,12000.0
0.7,5.0,Sinthi,12000.0
2.0,5.0,Sinthi,2800.0
2.0,5.0,Sinthi,2800.0
1.1,4.0,Sinthi,1300.0
1.1,4.0,Sinthi,1300.0
0.63,3.0,Sinthi,1440.0
0.63,3.0,Sinthi,1440.0
0.85,4.0,Sinthi,1500.0
0.85,4.0,Sinthi,1500.0
4.5,10.0,Sinthi,9000.0
4.5,10.0,Sinthi,9000.0
0.75,5.0,Sodepur,2000.0
0.75,5.0,Sodepur,2000.0
0.225,2.0,Sodepur,1395.0
0.225,2.0,Sodepur,1395.0
0.38,5.0,Sodepur,1250.0
0.38,5.0,Sodepur,1250.0
1.5,5.0,Sodepur,3658.0
0.52,6.0,Sodepur,1910.0
0.35200000000000004,3.0,Sodepur,1095.0
0.28,2.0,Sodepur,1453.0
0.55,4.0,Sodepur,1485.0
0.2555,3.0,Sodepur,1450.0
1.5,5.0,Sodepur,3658.0
0.52,6.0,Sodepur,1910.0
0.35200000000000004,3.0,Sodepur,1095.0
0.28,2.0,Sodepur,1453.0
0.55,4.0,Sodepur,1485.0
0.2555,3.0,Sodepur,1450.0
0.69,5.0,Sodepur,1810.0
0.375,4.0,Sodepur,1110.0
0.33,2.0,Sodepur,1123.0
0.78,5.0,Sodepur,1935.0
0.385,3.0,Sodepur,948.0
0.3875,3.0,Sodepur,988.0
0.5,6.0,Sodepur,1858.0
0.265,2.0,Sodepur,866.0
0.275,4.0,Sodepur,1550.0
0.6255,3.0,Sodepur,2880.0
0.76,4.0,Sodepur,2200.0
0.69,5.0,Sodepur,1810.0
0.375,4.0,Sodepur,1110.0
0.33,2.0,Sodepur,1123.0
0.78,5.0,Sodepur,1935.0
0.385,3.0,Sodepur,948.0
0.3875,3.0,Sodepur,988.0
0.5,6.0,Sodepur,1858.0
0.265,2.0,Sodepur,866.0
0.275,4.0,Sodepur,1550.0
0.6255,3.0,Sodepur,2880.0
0.76,4.0,Sodepur,2200.0
0.48,6.0,Sodepur,2200.0
0.48,6.0,Sodepur,2200.0
0.35,3.0,Sodepur,1200.0
0.35,3.0,Sodepur,1200.0
2.5,9.0,Sodepur,5200.0
2.5,9.0,Sodepur,5200.0
0.18,2.0,Sodepur,1080.0
0.18,2.0,Sodepur,1080.0
0.75,6.0,Sodepur,2400.0
0.75,6.0,Sodepur,2400.0
0.7,5.0,Sodepur,3000.0
0.7,5.0,Sodepur,3000.0
1.2,5.0,Sodepur,3500.0
1.2,5.0,Sodepur,3500.0
0.4,2.0,Sodepur,1800.0
0.4,2.0,Sodepur,1800.0
1.0,6.0,Sodepur,2168.0
1.0,6.0,Sodepur,2168.0
1.5,7.0,South Dum Dum,1763.0
1.5,7.0,South Dum Dum,1763.0
1.5,7.0,South Dum Dum,1763.0
1.5,4.0,South Dum Dum,1000.0
1.5,4.0,South Dum Dum,1000.0
1.6,6.0,South Dum Dum,4000.0
1.6,6.0,South Dum Dum,4000.0
1.5,6.0,South Dum Dum,2400.0
1.5,6.0,South Dum Dum,2400.0
1.5,6.0,South Dum Dum,2400.0
10.5,10.0,South Dum Dum,9700.0
10.5,10.0,South Dum Dum,9700.0
1.5,3.0,South Dum Dum,1250.0
1.5,3.0,South Dum Dum,1250.0
7.0,5.0,South Dum Dum,4800.0
7.0,5.0,South Dum Dum,4800.0
0.45,2.0,South Dum Dum,920.0
0.45,2.0,South Dum Dum,920.0
1.5,7.0,South Dum Dum,3400.0
1.5,7.0,South Dum Dum,3400.0
0.2,2.0,South Dum Dum,600.0
0.15,3.0,South Dum Dum,800.0
0.2,2.0,South Dum Dum,600.0
0.15,3.0,South Dum Dum,800.0
1.0,4.0,South Dum Dum,3000.0
1.0,4.0,South Dum Dum,3000.0
1.1,5.0,South Dum Dum,1900.0
1.1,5.0,South Dum Dum,1900.0
0.25,2.0,South Dum Dum,560.0
0.25,2.0,South Dum Dum,560.0
0.81,3.0,South Dum Dum,2880.0
0.81,3.0,South Dum Dum,2880.0
1.8,6.0,South Dum Dum,1600.0
1.8,6.0,South Dum Dum,1600.0
2.0,4.0,South Dum Dum,1400.0
1.8,6.0,South Dum Dum,1600.0
2.0,4.0,South Dum Dum,1400.0
0.4,2.0,South Dum Dum,650.0
0.4,3.0,South Dum Dum,870.0
0.4,2.0,South Dum Dum,650.0
0.4,3.0,South Dum Dum,870.0
0.8,3.0,South Dum Dum,935.0
0.8,3.0,South Dum Dum,935.0
2.5,9.0,South Dum Dum,6500.0
2.5,9.0,South Dum Dum,6500.0
0.15,1.0,South Dum Dum,450.0
0.15,1.0,South Dum Dum,450.0
0.65,4.0,Sovabazar,1087.0
0.65,4.0,Sovabazar,1087.0
0.57,5.0,Srirampur,1600.0
0.57,5.0,Srirampur,1600.0
0.37,3.0,Srirampur,1200.0
0.37,3.0,Srirampur,1200.0
0.35,3.0,Srirampur,1000.0
0.35,3.0,Srirampur,1000.0
0.35,3.0,Srirampur,1000.0
2.25,4.0,Tagore Park,2800.0
2.25,4.0,Tagore Park,2800.0
2.3,8.0,Tagore Park,4000.0
2.3,8.0,Tagore Park,4000.0
1.3,3.0,Tala,1799.0
1.3,3.0,Tala,1799.0
1.3,3.0,Tala,1799.0
0.93,4.0,Tala,1440.0
0.15,2.0,Talbanda,600.0
0.15,2.0,Talbanda,600.0
8.0,10.0,Taltala,3600.0
8.0,10.0,Taltala,3600.0
10.0,4.0,Taltala,3000.0
10.0,4.0,Taltala,3000.0
1.6,7.0,Taltala,2240.0
1.6,7.0,Taltala,2240.0
0.5,3.0,Taltala,1100.0
0.5,3.0,Taltala,1100.0
2.0,2.0,Taltala,1139.0
2.0,2.0,Taltala,1139.0
10.0,10.0,Taltala,2600.0
10.0,10.0,Taltala,2600.0
0.7,2.0,Taltala,1150.0
0.7,2.0,Taltala,1150.0
2.5,8.0,Taltala,2000.0
2.5,8.0,Taltala,2000.0
1.0,4.0,Taltala,1500.0
1.0,4.0,Taltala,1500.0
1.5,5.0,Tangra,1440.0
1.5,5.0,Tangra,1440.0
0.25,1.0,Tangra,580.0
1.1,2.0,Tangra,1200.0
0.49,3.0,Tangra,900.0
0.9,3.0,Tangra,1080.0
1.0,2.0,Tangra,1500.0
0.25,1.0,Tangra,580.0
1.1,2.0,Tangra,1200.0
0.49,3.0,Tangra,900.0
0.9,3.0,Tangra,1080.0
1.0,2.0,Tangra,1500.0
1.1,3.0,Tangra,1500.0
1.1,3.0,Tangra,1500.0
2.5,5.0,Tangra,9000.0
2.5,5.0,Tangra,9000.0
0.55,3.0,Tangra,3360.0
0.55,3.0,Tangra,3360.0
1.79,4.0,Tangra,4300.0
1.79,4.0,Tangra,4300.0
0.16,2.0,Tangra,560.0
0.16,2.0,Tangra,560.0
8.0,9.0,Taratala,6000.0
8.0,9.0,Taratala,6000.0
0.7,6.0,Thakuranir Chak,2160.0
0.7,6.0,Thakuranir Chak,2160.0
0.7,6.0,Thakuranir Chak,2160.0
0.7,6.0,Thakuranir Chak,2160.0
0.32,3.0,Thakurpukur,1200.0
0.32,3.0,Thakurpukur,1200.0
0.32,3.0,Thakurpukur,1200.0
0.55,3.0,Thakurpukur,2000.0
0.32,3.0,Thakurpukur,1200.0
0.55,3.0,Thakurpukur,2000.0
0.75,5.0,Thakurpukur,2000.0
0.75,5.0,Thakurpukur,2000.0
0.5,3.0,Thakurpukur,1440.0
0.5,3.0,Thakurpukur,1440.0
0.48,3.0,Thakurpukur,1800.0
0.48,3.0,Thakurpukur,1800.0
0.55,3.0,Thakurpukur,1440.0
0.3,3.0,Thakurpukur,1080.0
0.3,3.0,Thakurpukur,1080.0
0.21989999999999998,2.0,Thakurpukur,920.0
0.21989999999999998,2.0,Thakurpukur,920.0
0.5,3.0,Thakurpukur,1440.0
0.5,3.0,Thakurpukur,1440.0
0.15,2.0,Thakurpukur,840.0
0.15,2.0,Thakurpukur,840.0
0.68,4.0,Thakurpukur,1750.0
0.68,4.0,Thakurpukur,1750.0
0.85,7.0,Thakurpukur,3000.0
1.2,10.0,Thakurpukur,4000.0
0.8,4.0,Thakurpukur,2000.0
0.85,7.0,Thakurpukur,3000.0
1.2,10.0,Thakurpukur,4000.0
0.8,4.0,Thakurpukur,2000.0
0.45,4.0,Thakurpukur,1450.0
0.45,4.0,Thakurpukur,1450.0
1.5,4.0,Thakurpukur,4500.0
1.5,4.0,Thakurpukur,4500.0
0.6,5.0,Thakurpukur,3400.0
0.6,5.0,Thakurpukur,3400.0
0.28,4.0,Thakurpukur,1500.0
0.28,4.0,Thakurpukur,1500.0
0.8,6.0,Thakurpukur,2100.0
0.8,6.0,Thakurpukur,2100.0
1.9,4.0,Thakurpukur,5395.0
1.9,4.0,Thakurpukur,5395.0
0.43,2.0,Thakurpukur,1500.0
0.48,3.0,Thakurpukur,910.0
0.43,2.0,Thakurpukur,1500.0
0.48,3.0,Thakurpukur,910.0
0.95,7.0,Thakurpukur,3000.0
0.95,7.0,Thakurpukur,3000.0
0.34,4.0,Thakurpukur,1000.0
0.34,4.0,Thakurpukur,1000.0
0.35,2.0,Thakurpukur,680.0
0.35,2.0,Thakurpukur,680.0
0.6,6.0,Thakurpukur,2520.0
0.6,6.0,Thakurpukur,2520.0
0.22,1.0,Thakurpukur,600.0
0.22,1.0,Thakurpukur,600.0
2.0,3.0,Tiljala,3500.0
2.0,3.0,Tiljala,3500.0
6.75,10.0,Tiljala,3240.0
6.75,10.0,Tiljala,3240.0
0.21,2.0,Tiljala,780.0
0.21,2.0,Tiljala,780.0
22.0,9.0,Tollygunge,12000.0
22.0,9.0,Tollygunge,12000.0
5.5,9.0,Tollygunge,6000.0
5.5,9.0,Tollygunge,6000.0
1.75,5.0,Tollygunge,2200.0
1.75,5.0,Tollygunge,2200.0
5.5,10.0,Tollygunge,6000.0
5.5,10.0,Tollygunge,6000.0
1.3,6.0,Tollygunge,3000.0
1.3,6.0,Tollygunge,3000.0
0.26,1.0,Tollygunge,450.0
0.26,1.0,Tollygunge,450.0
2.0,10.0,Tollygunge,3700.0
3.5,8.0,Tollygunge,2565.0
1.6,7.0,Tollygunge,3000.0
2.0,10.0,Tollygunge,3700.0
3.5,8.0,Tollygunge,2565.0
1.6,7.0,Tollygunge,3000.0
2.0,7.0,Tollygunge,3000.0
3.0,4.0,Tollygunge,10000.0
2.0,7.0,Tollygunge,3000.0
3.0,4.0,Tollygunge,10000.0
1.1,4.0,Tollygunge,3000.0
1.1,4.0,Tollygunge,3000.0
1.25,2.0,Tollygunge,1000.0
1.25,2.0,Tollygunge,1000.0
0.4,2.0,Tollygunge,800.0
0.4,2.0,Tollygunge,800.0
1.1,7.0,Tollygunge,4000.0
1.1,7.0,Tollygunge,4000.0
0.32,1.0,Tollygunge,1440.0
0.7,3.0,Tollygunge,1500.0
2.1,4.0,Tollygunge,2500.0
2.1,4.0,Tollygunge,2500.0
1.1,5.0,Tollygunge,2600.0
0.135,1.0,Topsia,700.0
0.135,1.0,Topsia,700.0
2.0,3.0,Topsia,3500.0
2.0,3.0,Topsia,3500.0
0.15,1.0,Topsia,400.0
0.15,1.0,Topsia,400.0
0.1,1.0,Topsia,350.0
2.0,3.0,Topsia,2060.0
2.0,3.0,Topsia,2060.0
2.35,3.0,Topsia,2253.0
2.35,3.0,Topsia,2253.0
1.1,2.0,Topsia,1800.0
1.1,2.0,Topsia,1800.0
1.05,3.0,Ultadanga,1920.0
1.05,3.0,Ultadanga,1920.0
0.285,2.0,Uttarbhag,1024.0
0.285,2.0,Uttarbhag,1024.0
3.7,5.0,VIP Nagar,3000.0
3.7,5.0,VIP Nagar,3000.0
1.7,3.0,VIP Nagar,1440.0
1.7,3.0,VIP Nagar,1440.0
11.0,2.0,Vedic Village,1500.0
11.0,2.0,Vedic Village,1500.0
0.25,2.0,Vedic Village,1440.0
0.25,2.0,Vedic Village,1440.0
0.4,4.0,Ward No 113,1500.0
0.4,4.0,Ward No 113,1500.0
0.13,2.0,Ward No 113,600.0
0.13,2.0,Ward No 113,600.0
0.33,4.0,Ward No 113,1620.0
0.33,4.0,Ward No 113,1620.0
0.45,2.0,Ward No 113,950.0
0.45,2.0,Ward No 113,950.0
