Flat_Price,BHK,Location,Total_Sq.ft
1.5,4.0,Panchpota,2000.0
1.5,4.0,Panchpota,2000.0
0.18,3.0,Panihati,850.0
0.18,3.0,Panihati,850.0
0.7,5.0,Panihati,1576.0
0.7,5.0,Panihati,1576.0
0.65,3.0,Panihati,1840.0
0.65,3.0,Panihati,1840.0
0.78,3.0,Panihati,2880.0
0.78,3.0,Panihati,2880.0
1.25,4.0,Panihati,3000.0
1.25,4.0,Panihati,3000.0
0.78,3.0,Panihati,3500.0
0.78,3.0,Panihati,3500.0
0.45,2.0,Pansila,2095.0
0.45,2.0,Pansila,2095.0
0.78,4.0,Pansila,4000.0
0.78,4.0,Pansila,4000.0
0.5,4.0,Pansila,2000.0
0.5,4.0,Pansila,2000.0
0.395,3.0,Pansila,1665.0
0.395,3.0,Pansila,1665.0
0.395,3.0,Pansila,1665.0
11.0,9.0,Park Street Area,6800.0
11.0,9.0,Park Street Area,6800.0
1.3,3.0,Park Street Area,1800.0
1.3,3.0,Park Street Area,1800.0
8.0,10.0,Park Street Area,7840.0
8.0,10.0,Park Street Area,7840.0
4.0,6.0,Park Street Area,3920.0
4.0,6.0,Park Street Area,3920.0
0.38,2.0,Paschim Barisha,1200.0
0.38,2.0,Paschim Barisha,1200.0
1.5,7.0,Paschim Barisha,5100.0
1.5,7.0,Paschim Barisha,5100.0
0.27,3.0,Paschim Barisha,1455.0
0.27,3.0,Paschim Barisha,1455.0
0.75,5.0,Paschim Barisha,3200.0
0.75,5.0,Paschim Barisha,3200.0
1.2,5.0,Paschim Barisha,3500.0
0.33,3.0,Paschim Barisha,780.0
1.2,5.0,Paschim Barisha,3500.0
0.33,3.0,Paschim Barisha,780.0
0.72,5.0,Paschim Barisha,2500.0
0.72,5.0,Paschim Barisha,2500.0
0.72,5.0,Paschim Barisha,2500.0
0.72,5.0,Paschim Barisha,2500.0
0.39,2.0,Paschim Barisha,1190.0
0.39,2.0,Paschim Barisha,1190.0
0.6,3.0,Paschim Putiary,1600.0
0.6,3.0,Paschim Putiary,1600.0
0.8,5.0,Paschim Putiary,2000.0
0.8,5.0,Paschim Putiary,2000.0
1.1,4.0,Paschim Putiary,2500.0
1.1,4.0,Paschim Putiary,2500.0
0.7,2.0,Paschim Putiary,1300.0
0.7,2.0,Paschim Putiary,1300.0
0.35,2.0,Paschim Putiary,1260.0
0.35,2.0,Paschim Putiary,1260.0
0.85,5.0,Paschim Putiary,2100.0
0.85,5.0,Paschim Putiary,2100.0
0.58,3.0,Paschim Putiary,1500.0
0.58,3.0,Paschim Putiary,1500.0
2.5,7.0,Paschim Putiary,2800.0
2.5,7.0,Paschim Putiary,2800.0
0.125,5.0,Paschim Putiary,4000.0
0.125,5.0,Paschim Putiary,4000.0
0.75,3.0,Paschim Putiary,1500.0
0.75,3.0,Paschim Putiary,1500.0
0.35,5.0,Paschim Putiary,1440.0
0.35,5.0,Paschim Putiary,1440.0
1.1,3.0,Paschim Putiary,5000.0
1.1,3.0,Paschim Putiary,5000.0
0.27,2.0,Paschim Putiary,1440.0
0.27,2.0,Paschim Putiary,1440.0
1.5,6.0,Picnic Garden,3000.0
1.5,6.0,Picnic Garden,3000.0
0.26,2.0,Picnic Garden,980.0
0.26,2.0,Picnic Garden,980.0
1.0,2.0,Picnic Garden,600.0
1.0,2.0,Picnic Garden,600.0
0.3,3.0,Picnic Garden,1075.0
0.3,3.0,Picnic Garden,1075.0
1.2,2.0,Picnic Garden,1050.0
1.2,2.0,Picnic Garden,1050.0
1.5,4.0,Picnic Garden,3000.0
0.31,3.0,Picnic Garden,1100.0
0.13,2.0,Picnic Garden,1500.0
0.65,5.0,Purba Barisha,3000.0
0.65,5.0,Purba Barisha,3000.0
0.68,6.0,Purba Barisha,1800.0
0.68,6.0,Purba Barisha,1800.0
1.3,4.0,Purba Barisha,4300.0
1.3,7.0,Purba Barisha,4800.0
1.3,4.0,Purba Barisha,4300.0
1.3,7.0,Purba Barisha,4800.0
0.7,6.0,Purba Barisha,3000.0
0.7,6.0,Purba Barisha,3000.0
0.75,3.0,Purba Barisha,1420.0
0.55,3.0,Purba Barisha,1450.0
0.75,3.0,Purba Barisha,1420.0
0.55,3.0,Purba Barisha,1450.0
0.8,5.0,Purba Barisha,1800.0
0.8,5.0,Purba Barisha,1800.0
0.82,3.0,Purba Barisha,3000.0
0.75,3.0,Purba Barisha,1420.0
0.82,3.0,Purba Barisha,3000.0
1.0,7.0,Purba Barisha,2160.0
1.0,7.0,Purba Barisha,2160.0
0.8,3.0,Purba Barisha,1200.0
0.75,6.0,Purba Barisha,3200.0
0.8,3.0,Purba Barisha,1200.0
0.75,6.0,Purba Barisha,3200.0
0.75,6.0,Purba Barisha,3200.0
0.45,4.0,Purba Barisha,1100.0
0.75,6.0,Purba Barisha,3200.0
0.45,4.0,Purba Barisha,1100.0
0.39,2.0,Purba Barisha,1500.0
0.39,2.0,Purba Barisha,1500.0
0.47,3.0,Purba Barisha,1350.0
0.47,3.0,Purba Barisha,1350.0
2.2,7.0,Purba Barisha,3500.0
2.2,7.0,Purba Barisha,3500.0
0.55,5.0,Purba Barisha,2100.0
0.55,5.0,Purba Barisha,2100.0
1.25,4.0,Purba Barisha,1710.0
1.25,4.0,Purba Barisha,1710.0
0.6,4.0,Purba Barisha,2400.0
0.6,4.0,Purba Barisha,2400.0
0.75,6.0,Purba Putiary,2200.0
0.75,6.0,Purba Putiary,2200.0
0.0706,1.0,Purba Putiary,2016.0
0.0706,1.0,Purba Putiary,2016.0
1.5,5.0,Purba Putiary,8400.0
1.5,5.0,Purba Putiary,8400.0
0.15,3.0,Purba Putiary,1800.0
0.15,3.0,Purba Putiary,1800.0
0.5556,2.0,Purba Putiary,1851.0
0.5556,2.0,Purba Putiary,1851.0
0.4,4.0,Purba Putiary,1800.0
0.4,4.0,Purba Putiary,1800.0
0.65,6.0,Purba Putiary,1700.0
0.65,6.0,Purba Putiary,1700.0
0.18,2.0,Purba Putiary,850.0
0.18,2.0,Purba Putiary,850.0
0.25,5.0,Purba Putiary,1440.0
0.25,5.0,Purba Putiary,1440.0
0.85,6.0,Purba Putiary,2880.0
0.85,6.0,Purba Putiary,2880.0
0.85,6.0,Purba Putiary,2880.0
0.78,4.0,Raghunathpur,1428.0
0.78,4.0,Raghunathpur,1428.0
3.5,4.0,Raghunathpur,2160.0
3.5,4.0,Raghunathpur,2160.0
3.5,4.0,Raghunathpur,2160.0
3.5,4.0,Raghunathpur,2160.0
3.4,4.0,Raghunathpur,4140.0
3.4,4.0,Raghunathpur,4140.0
0.85,3.0,Rahara,1800.0
0.85,3.0,Rahara,1800.0
0.8,3.0,Rahara,1800.0
0.8,3.0,Rahara,1800.0
0.52,4.0,Rahara,1200.0
0.85,3.0,Rahara,1800.0
0.52,4.0,Rahara,1200.0
1.8,10.5,Rahara,3600.0
1.8,10.5,Rahara,3600.0
1.8,10.5,Rahara,3600.0
0.6,4.0,Rahara,1200.0
0.6,4.0,Rahara,1200.0
0.79,4.0,Rahara,2880.0
0.65,3.0,Rahara,3000.0
0.65,3.0,Rahara,3000.0
0.75,4.0,Rahara,1200.0
0.75,4.0,Rahara,1200.0
2.5,6.0,Raja Bazar,1900.0
0.7,4.0,Rajabagan,1400.0
0.7,4.0,Rajabagan,1400.0
2.5,7.0,Rajarhat,4320.0
2.5,7.0,Rajarhat,4320.0
0.5,3.0,Rajarhat,1300.0
0.5,3.0,Rajarhat,1300.0
0.65,4.0,Rajarhat,1600.0
0.65,4.0,Rajarhat,1600.0
0.35,2.0,Rajarhat,810.0
0.65,3.0,Rajarhat,1500.0
0.42,2.0,Rajarhat,805.0
0.46,3.0,Rajarhat,800.0
0.65,4.0,Rajarhat,1500.0
0.42,2.0,Rajarhat,800.0
0.35,2.0,Rajarhat,810.0
0.65,3.0,Rajarhat,1500.0
0.42,2.0,Rajarhat,805.0
0.46,3.0,Rajarhat,800.0
0.65,4.0,Rajarhat,1500.0
0.42,2.0,Rajarhat,800.0
0.45,2.0,Rajarhat,1400.0
0.45,5.0,Rajarhat,1700.0
0.45,2.0,Rajarhat,1400.0
0.45,5.0,Rajarhat,1700.0
1.5,7.0,Rajarhat,3200.0
1.5,7.0,Rajarhat,3200.0
0.8,5.0,Rajarhat,5000.0
0.8,5.0,Rajarhat,5000.0
0.4,2.0,Rajarhat,2520.0
0.4,2.0,Rajarhat,2520.0
0.55,5.0,Rajarhat,2000.0
0.55,5.0,Rajarhat,2000.0
0.27699999999999997,2.0,Rajarhat,900.0
0.27699999999999997,2.0,Rajarhat,900.0
0.57,4.0,Rajarhat,1610.0
0.57,4.0,Rajarhat,1610.0
0.28,2.0,Rajarhat,1619.0
0.28,2.0,Rajarhat,1619.0
0.32,2.0,Rajarhat,750.0
0.32,2.0,Rajarhat,750.0
0.75,7.0,Rajarhat,2260.0
0.75,7.0,Rajarhat,2260.0
0.35,6.0,Rajarhat,2000.0
0.35,6.0,Rajarhat,2000.0
0.75,6.0,Rajarhat,3000.0
0.75,6.0,Rajarhat,3000.0
1.0,10.0,Rajarhat,5000.0
1.0,10.0,Rajarhat,5000.0
0.395,2.0,Rajarhat,1069.0
0.395,2.0,Rajarhat,1069.0
0.693,3.0,Rajpur,2310.0
0.693,3.0,Rajpur,2310.0
0.72,3.0,Rajpur,2176.0
0.72,3.0,Rajpur,2176.0
0.57,4.0,Rajpur Sonarpur,1440.0
0.57,4.0,Rajpur Sonarpur,1440.0
1.5,5.0,Rajpur Sonarpur,3600.0
1.5,5.0,Rajpur Sonarpur,3600.0
0.65,5.0,Rajpur Sonarpur,1800.0
0.65,5.0,Rajpur Sonarpur,1800.0
0.4,2.0,Rajpur Sonarpur,700.0
0.4,2.0,Rajpur Sonarpur,700.0
0.8,5.0,Rajpur Sonarpur,2300.0
0.8,5.0,Rajpur Sonarpur,2300.0
1.5,5.0,Rajpur Sonarpur,3200.0
1.5,5.0,Rajpur Sonarpur,3200.0
0.5,3.0,Rajpur Sonarpur,1680.0
0.5,3.0,Rajpur Sonarpur,1680.0
0.45,5.0,Rajpur Sonarpur,2500.0
0.45,5.0,Rajpur Sonarpur,2500.0
0.45,3.0,Rajpur Sonarpur,1100.0
0.5,4.0,Rajpur Sonarpur,1400.0
0.5,4.0,Rajpur Sonarpur,1200.0
0.45,3.0,Rajpur Sonarpur,1100.0
0.5,4.0,Rajpur Sonarpur,1400.0
0.5,4.0,Rajpur Sonarpur,1200.0
0.75,4.0,Rajpur Sonarpur,1800.0
0.75,4.0,Rajpur Sonarpur,1800.0
1.37,3.0,Rajpur Sonarpur,3000.0
1.37,3.0,Rajpur Sonarpur,3000.0
0.72,2.0,Rajpur Sonarpur,2400.0
0.72,2.0,Rajpur Sonarpur,2400.0
1.1,6.0,Rajpur Sonarpur,2160.0
0.35,2.0,Rajpur Sonarpur,720.0
1.1,6.0,Rajpur Sonarpur,2160.0
0.35,2.0,Rajpur Sonarpur,720.0
1.1,5.0,Rajpur Sonarpur,3500.0
1.1,5.0,Rajpur Sonarpur,3500.0
0.6,4.0,Rajpur Sonarpur,2000.0
0.6,2.0,Rajpur Sonarpur,900.0
0.6,2.0,Rajpur Sonarpur,900.0
0.65,4.0,Rajpur Sonarpur,1800.0
0.6,4.0,Rajpur Sonarpur,2000.0
0.6,2.0,Rajpur Sonarpur,900.0
0.6,2.0,Rajpur Sonarpur,900.0
0.65,4.0,Rajpur Sonarpur,1800.0
1.0,6.0,Rajpur Sonarpur,2166.0
1.0,6.0,Rajpur Sonarpur,2166.0
0.75,3.0,Rajpur Sonarpur,1875.0
0.65,6.0,Rajpur Sonarpur,1800.0
0.75,3.0,Rajpur Sonarpur,1875.0
0.65,6.0,Rajpur Sonarpur,1800.0
1.06,6.0,Rajpur Sonarpur,4000.0
1.06,6.0,Rajpur Sonarpur,4000.0
1.25,3.0,Rajpur Sonarpur,7967.0
1.25,3.0,Rajpur Sonarpur,7967.0
1.0,4.0,Rajpur Sonarpur,2160.0
1.0,4.0,Rajpur Sonarpur,2160.0
0.65,2.0,Rajpur Sonarpur,1520.0
0.65,2.0,Rajpur Sonarpur,1520.0
2.5,6.0,Rajpur Sonarpur,11000.0
2.5,6.0,Rajpur Sonarpur,11000.0
0.18,2.0,Rajpur Sonarpur,1442.0
0.18,2.0,Rajpur Sonarpur,1442.0
1.0,4.0,Rajpur Sonarpur,5760.0
1.0,4.0,Rajpur Sonarpur,5760.0
0.18,2.0,Rajpur Sonarpur,1080.0
1.4,7.0,Rajpur Sonarpur,4200.0
0.18,2.0,Rajpur Sonarpur,1080.0
1.4,7.0,Rajpur Sonarpur,4200.0
0.38,2.0,Rajpur Sonarpur,1000.0
0.38,2.0,Rajpur Sonarpur,1000.0
0.45,2.0,Rajpur Sonarpur,1100.0
0.45,2.0,Rajpur Sonarpur,1100.0
0.46,3.0,Rajpur Sonarpur,1900.0
0.46,3.0,Rajpur Sonarpur,1900.0
0.46,3.0,Rajpur Sonarpur,1900.0
0.39,3.0,Rajpur Sonarpur,2880.0
0.46,3.0,Rajpur Sonarpur,1900.0
0.39,3.0,Rajpur Sonarpur,2880.0
1.52,7.0,Rajpur Sonarpur,4800.0
1.52,7.0,Rajpur Sonarpur,4800.0
0.92,4.0,Rajpur Sonarpur,1850.0
0.92,4.0,Rajpur Sonarpur,1850.0
0.55,2.0,Rajpur Sonarpur,800.0
0.55,2.0,Rajpur Sonarpur,800.0
0.55,2.0,Rajpur Sonarpur,800.0
0.51,3.0,Rajpur Sonarpur,1763.0
1.8,9.0,Rajpur Sonarpur,4800.0
0.51,3.0,Rajpur Sonarpur,1763.0
1.8,9.0,Rajpur Sonarpur,4800.0
0.73,3.0,Rajpur Sonarpur,2379.0
0.73,3.0,Rajpur Sonarpur,2379.0
0.73,3.0,Rajpur Sonarpur,2379.0
0.35,2.0,Rajpur Sonarpur,1200.0
0.35,2.0,Rajpur Sonarpur,1200.0
0.65,6.0,Rajpur Sonarpur,1860.0
0.65,6.0,Rajpur Sonarpur,1860.0
0.4,3.0,Rajpur Sonarpur,2880.0
0.4,3.0,Rajpur Sonarpur,2880.0
1.52,7.0,Rajpur Sonarpur,2500.0
0.37,2.0,Rajpur Sonarpur,2900.0
0.7,5.0,Rajpur Sonarpur,1800.0
1.52,7.0,Rajpur Sonarpur,2500.0
0.37,2.0,Rajpur Sonarpur,2900.0
0.7,5.0,Rajpur Sonarpur,1800.0
0.38,5.0,Rajpur Sonarpur,1650.0
0.38,5.0,Rajpur Sonarpur,1650.0
0.65,5.0,Rajpur Sonarpur,2200.0
0.68,5.0,Rajpur Sonarpur,1600.0
0.68,5.0,Rajpur Sonarpur,1600.0
0.25,3.0,Rajpur Sonarpur,1440.0
0.7,3.0,Rajpur Sonarpur,1800.0
0.25,3.0,Rajpur Sonarpur,1440.0
0.7,3.0,Rajpur Sonarpur,1800.0
0.8,4.0,Rajpur Sonarpur,2000.0
0.85,3.0,Rajpur Sonarpur,1650.0
0.8,4.0,Rajpur Sonarpur,2000.0
0.85,3.0,Rajpur Sonarpur,1650.0
0.68,5.0,Rajpur Sonarpur,1600.0
0.8,4.0,Rajpur Sonarpur,2100.0
2.25,9.0,Rajpur Sonarpur,3600.0
0.8,4.0,Rajpur Sonarpur,2100.0
2.25,9.0,Rajpur Sonarpur,3600.0
1.5,10.0,Rajpur Sonarpur,6000.0
1.5,10.0,Rajpur Sonarpur,6000.0
0.33,1.0,Rajpur Sonarpur,1400.0
0.31,1.0,Rajpur Sonarpur,1200.0
0.33,1.0,Rajpur Sonarpur,1400.0
0.31,1.0,Rajpur Sonarpur,1200.0
1.5,8.0,Rajpur Sonarpur,2560.0
0.5,2.0,Ramchandrapur,1700.0
0.5,2.0,Ramchandrapur,1700.0
0.5,2.0,Ramchandrapur,1600.0
0.5,2.0,Ramchandrapur,1600.0
0.15,2.0,Rania,1440.0
0.15,2.0,Rania,1440.0
0.5,3.0,Rania,1183.0
0.5,3.0,Rania,1183.0
0.3,2.0,Regent Park,760.0
0.3,2.0,Regent Park,760.0
1.45,3.0,Regent Park,1500.0
1.45,3.0,Regent Park,1500.0
1.5,3.0,Regent Park,1500.0
1.5,3.0,Regent Park,1500.0
3.0,7.0,Regent Park,4500.0
3.0,7.0,Regent Park,4500.0
3.0,7.0,Regent Park,4500.0
3.0,7.0,Regent Park,4500.0
3.0,7.0,Regent Park,4500.0
3.0,7.0,Regent Park,4500.0
0.28,4.0,Ruiya,1440.0
0.28,4.0,Ruiya,1440.0
1.7,9.0,Saha Para,3500.0
1.7,9.0,Saha Para,3500.0
4.0,10.0,Salt Lake City,3000.0
2.15,5.0,Salt Lake City,3500.0
3.0,9.0,Salt Lake City,2400.0
2.15,5.0,Salt Lake City,3500.0
3.0,9.0,Salt Lake City,2400.0
4.6,5.0,Salt Lake City,4400.0
4.6,5.0,Salt Lake City,4400.0
0.95,4.0,Salt Lake City,1270.0
0.95,4.0,Salt Lake City,1270.0
0.19,2.0,Salt Lake City,750.0
1.85,6.0,Salt Lake City,1800.0
1.8,5.0,Salt Lake City,3400.0
0.09,2.0,Salt Lake City,700.0
0.19,2.0,Salt Lake City,750.0
1.85,6.0,Salt Lake City,1800.0
1.8,5.0,Salt Lake City,3400.0
0.09,2.0,Salt Lake City,700.0
2.0,4.0,Salt Lake City,1600.0
2.0,4.0,Salt Lake City,1600.0
3.55,8.0,Salt Lake City,3060.0
3.55,8.0,Salt Lake City,3060.0
3.3,8.0,Salt Lake City,3060.0
2.3,6.0,Salt Lake City,2200.0
2.5,8.0,Salt Lake City,4000.0
2.3,6.0,Salt Lake City,2200.0
2.5,8.0,Salt Lake City,4000.0
3.0,8.0,Salt Lake City,3000.0
1.7,3.0,Salt Lake City,2200.0
7.6,7.0,Salt Lake City,8000.0
8.0,8.0,Salt Lake City,8800.0
1.3,3.0,Salt Lake City,1700.0
1.4,4.0,Salt Lake City,1700.0
1.65,5.0,Salt Lake City,4000.0
3.5,8.0,Salt Lake City,3500.0
3.0,8.0,Salt Lake City,3000.0
1.7,3.0,Salt Lake City,2200.0
7.6,7.0,Salt Lake City,8000.0
8.0,8.0,Salt Lake City,8800.0
1.3,3.0,Salt Lake City,1700.0
1.4,4.0,Salt Lake City,1700.0
1.65,5.0,Salt Lake City,4000.0
3.5,8.0,Salt Lake City,3500.0
4.0,5.0,Salt Lake City,5000.0
2.8,5.0,Salt Lake City,3500.0
3.1,4.0,Salt Lake City,3500.0
4.0,5.0,Salt Lake City,5000.0
2.8,5.0,Salt Lake City,3500.0
3.1,4.0,Salt Lake City,3500.0
2.2,5.0,Salt Lake City,3240.0
2.1,5.0,Salt Lake City,2320.0
3.1,5.0,Salt Lake City,2350.0
1.6,4.0,Salt Lake City,1500.0
3.0,6.0,Salt Lake City,3500.0
2.5,5.0,Salt Lake City,2860.0
3.7,6.0,Salt Lake City,4600.0
3.7,5.0,Salt Lake City,4500.0
2.6,6.0,Salt Lake City,4000.0
2.2,5.0,Salt Lake City,3240.0
2.1,5.0,Salt Lake City,2320.0
3.1,5.0,Salt Lake City,2350.0
1.6,4.0,Salt Lake City,1500.0
3.0,6.0,Salt Lake City,3500.0
2.5,5.0,Salt Lake City,2860.0
3.7,6.0,Salt Lake City,4600.0
3.7,5.0,Salt Lake City,4500.0
2.6,6.0,Salt Lake City,4000.0
3.0,5.0,Salt Lake City,4500.0
3.0,6.0,Salt Lake City,4000.0
3.3,7.0,Salt Lake City,4500.0
1.65,3.0,Salt Lake City,2000.0
3.0,5.0,Salt Lake City,4500.0
3.0,6.0,Salt Lake City,4000.0
3.3,7.0,Salt Lake City,4500.0
1.65,3.0,Salt Lake City,2000.0
3.7,10.0,Salt Lake City,5500.0
3.2,7.0,Salt Lake City,3000.0
3.5,5.0,Salt Lake City,2905.0
3.7,10.0,Salt Lake City,5500.0
3.2,7.0,Salt Lake City,3000.0
3.5,5.0,Salt Lake City,2905.0
3.2,5.0,Salt Lake City,3060.0
3.2,5.0,Salt Lake City,3060.0
2.5,4.0,Salt Lake City,2340.0
2.5,7.0,Salt Lake City,2640.0
3.4,9.0,Salt Lake City,3000.0
2.5,4.0,Salt Lake City,2340.0
2.5,7.0,Salt Lake City,2640.0
3.4,9.0,Salt Lake City,3000.0
2.5,5.0,Salt Lake City,2340.0
2.5,5.0,Salt Lake City,2340.0
2.2,6.0,Salt Lake City,2340.0
2.2,5.0,Salt Lake City,2340.0
2.2,4.0,Salt Lake City,2340.0
1.6,3.0,Salt Lake City,1620.0
3.4,7.0,Salt Lake City,3060.0
2.2,6.0,Salt Lake City,2340.0
2.2,5.0,Salt Lake City,2340.0
2.2,4.0,Salt Lake City,2340.0
1.6,3.0,Salt Lake City,1620.0
3.4,7.0,Salt Lake City,3060.0
3.1,7.0,Salt Lake City,3060.0
2.5,5.0,Salt Lake City,2320.0
2.5,5.0,Salt Lake City,2340.0
4.0,8.0,Salt Lake City,3800.0
2.4,6.0,Salt Lake City,2340.0
2.25,5.0,Salt Lake City,2340.0
3.2,7.0,Salt Lake City,3060.0
3.1,7.0,Salt Lake City,3060.0
2.5,5.0,Salt Lake City,2320.0
2.5,5.0,Salt Lake City,2340.0
4.0,8.0,Salt Lake City,3800.0
2.4,6.0,Salt Lake City,2340.0
2.25,5.0,Salt Lake City,2340.0
3.2,7.0,Salt Lake City,3060.0
3.5,9.0,Salt Lake City,3060.0
1.6,3.0,Salt Lake City,1620.0
3.5,9.0,Salt Lake City,3060.0
1.6,3.0,Salt Lake City,1620.0
3.25,9.0,Salt Lake City,3060.0
3.25,9.0,Salt Lake City,3060.0
3.0,8.0,Salt Lake City,3060.0
2.9,8.0,Salt Lake City,3060.0
3.0,8.0,Salt Lake City,3060.0
2.9,8.0,Salt Lake City,3060.0
2.2,5.0,Salt Lake City,2340.0
2.2,6.0,Salt Lake City,2340.0
2.2,5.0,Salt Lake City,2340.0
2.2,6.0,Salt Lake City,2340.0
6.0,6.0,Salt Lake City,5000.0
6.0,6.0,Salt Lake City,5000.0
3.8,10.0,Salt Lake City,5000.0
1.62,4.0,Salt Lake City,2000.0
3.5,10.0,Salt Lake City,7500.0
3.8,10.0,Salt Lake City,5000.0
1.62,4.0,Salt Lake City,2000.0
3.5,10.0,Salt Lake City,7500.0
1.8,6.0,Salt Lake City,4000.0
1.8,10.0,Salt Lake City,4000.0
3.5,10.0,Salt Lake City,7500.0
1.8,6.0,Salt Lake City,4000.0
1.8,10.0,Salt Lake City,4000.0
2.8,8.0,Salt Lake City,4500.0
2.8,8.0,Salt Lake City,4500.0
4.5,8.0,Salt Lake City,7500.0
1.8,6.0,Salt Lake City,4000.0
4.5,8.0,Salt Lake City,7500.0
3.5,10.0,Salt Lake City,9000.0
4.0,10.0,Salt Lake City,9000.0
3.5,8.0,Salt Lake City,2608.0
4.1,10.0,Salt Lake City,9000.0
4.5,8.0,Salt Lake City,7500.0
3.5,10.0,Salt Lake City,9000.0
4.0,10.0,Salt Lake City,9000.0
3.5,8.0,Salt Lake City,2608.0
4.1,10.0,Salt Lake City,9000.0
3.5,9.0,Salt Lake City,3500.0
2.3,8.0,Salt Lake City,2500.0
3.5,10.0,Salt Lake City,6500.0
3.5,7.0,Salt Lake City,6500.0
2.8,8.0,Salt Lake City,4500.0
3.5,9.0,Salt Lake City,3500.0
2.3,8.0,Salt Lake City,2500.0
3.5,10.0,Salt Lake City,6500.0
3.5,7.0,Salt Lake City,6500.0
6.5,10.0,Salt Lake City,6000.0
3.5,10.0,Salt Lake City,6500.0
6.5,10.0,Salt Lake City,6000.0
0.34,2.0,Salt Lake City,800.0
0.34,2.0,Salt Lake City,800.0
3.5,4.0,Salt Lake City,3200.0
3.5,4.0,Salt Lake City,3200.0
5.53,2.0,Salt Lake City,5000.0
5.53,2.0,Salt Lake City,5000.0
4.5,9.0,Salt Lake City,6000.0
4.5,9.0,Salt Lake City,6000.0
2.0,3.0,Salt Lake City,2300.0
4.4,4.0,Salt Lake City,4600.0
2.0,3.0,Salt Lake City,2300.0
4.4,4.0,Salt Lake City,4600.0
4.4,4.0,Salt Lake City,4600.0
4.5,9.0,Salt Lake City,5500.0
4.5,9.0,Salt Lake City,5500.0
0.99,2.0,Salt Lake City,1150.0
0.99,2.0,Salt Lake City,1150.0
5.55,8.0,Salt Lake City,5400.0
5.55,8.0,Salt Lake City,5400.0
1.35,3.0,Santoshpur,2500.0
1.12,4.0,Santoshpur,1800.0
1.12,4.0,Santoshpur,1800.0
1.25,5.0,Santoshpur,3000.0
1.25,5.0,Santoshpur,3000.0
1.3,4.0,Santoshpur,1500.0
1.3,4.0,Santoshpur,1500.0
1.25,5.0,Santoshpur,2000.0
1.25,5.0,Santoshpur,2000.0
1.15,6.0,Santoshpur,3200.0
1.15,6.0,Santoshpur,3200.0
0.95,6.0,Santoshpur,2500.0
0.78,6.0,Santoshpur,3000.0
0.95,6.0,Santoshpur,2500.0
0.78,6.0,Santoshpur,3000.0
0.85,2.0,Santoshpur,1250.0
0.85,2.0,Santoshpur,1250.0
1.2,5.0,Santoshpur,2000.0
1.2,5.0,Santoshpur,2000.0
1.3,3.0,Santoshpur,2200.0
1.3,3.0,Santoshpur,2200.0
1.9,8.0,Santoshpur,2200.0
1.9,8.0,Santoshpur,2200.0
1.6,6.0,Santoshpur,2100.0
1.6,6.0,Santoshpur,2100.0
1.4,6.0,Santoshpur,3000.0
1.4,6.0,Santoshpur,3000.0
2.0,10.0,Santoshpur,4000.0
2.0,10.0,Santoshpur,4000.0
1.8,6.0,Santoshpur,2550.0
1.8,6.0,Santoshpur,2550.0
1.2,3.0,Santoshpur,2500.0
1.2,3.0,Santoshpur,2500.0
0.8,5.0,Santoshpur,2200.0
0.45,3.0,Santoshpur,840.0
0.8,4.0,Santoshpur,2200.0
0.8,5.0,Santoshpur,2200.0
0.45,3.0,Santoshpur,840.0
0.8,4.0,Santoshpur,2200.0
0.531,3.0,Santoshpur,1180.0
0.3803,2.0,Santoshpur,845.0
0.5517,3.0,Santoshpur,1226.0
0.531,3.0,Santoshpur,1180.0
0.3803,2.0,Santoshpur,845.0
0.5517,3.0,Santoshpur,1226.0
2.3,4.0,Santoshpur,5000.0
2.3,4.0,Santoshpur,5000.0
2.5,10.0,Sarada Pally,8000.0
2.5,10.0,Sarada Pally,8000.0
0.65,3.0,Sarada Pally,1200.0
0.65,3.0,Sarada Pally,1200.0
0.26,2.0,Sarsuna,1100.0
0.26,2.0,Sarsuna,1100.0
0.95,5.0,Sarsuna,3000.0
0.45,4.0,Sarsuna,1000.0
0.95,5.0,Sarsuna,3000.0
0.45,4.0,Sarsuna,1000.0
0.72,6.0,Sarsuna,3000.0
0.72,6.0,Sarsuna,3000.0
0.35,2.0,Sarsuna,1400.0
0.35,2.0,Sarsuna,1400.0
0.52,3.0,Sarsuna,1200.0
0.57,3.0,Sarsuna,1200.0
0.52,3.0,Sarsuna,1200.0
0.57,3.0,Sarsuna,1200.0
0.37,4.0,Sarsuna,1400.0
0.26,2.0,Sarsuna,750.0
0.37,4.0,Sarsuna,1400.0
0.26,2.0,Sarsuna,750.0
0.8,4.0,Sarsuna,3500.0
0.8,4.0,Sarsuna,3500.0
3.0,9.0,Sarsuna,4500.0
3.0,9.0,Sarsuna,4500.0
0.75,6.0,Sarsuna,2160.0
0.75,6.0,Sarsuna,2160.0
0.95,5.0,Sarsuna,2100.0
0.95,5.0,Sarsuna,2100.0
0.85,5.0,Sarsuna,3000.0
0.85,5.0,Sarsuna,3000.0
1.5,5.0,Sarsuna,3000.0
1.5,5.0,Sarsuna,3000.0
0.3,3.0,Sarsuna,1500.0
0.3,3.0,Sarsuna,1500.0
3.75,4.0,Sarsuna,8000.0
3.75,4.0,Sarsuna,8000.0
0.45,4.0,Sarsuna,1755.0
0.36,2.0,Sarsuna,1440.0
0.45,4.0,Sarsuna,1755.0
